name2	name	chrom	strand	txStart	txEnd	probe_id	THP1_nLPS	THP1_wLPS	pval
CELF5	NM_021938	chr19	+	3224700	3297073	NM_021938_refseq	0	0	1
CELF5	NR_033342	chr19	+	3225482	3297073	NR_033342_refseq	0	0	1
CELF6	NM_001172684	chr15	-	72577067	72612287	NM_001172684_refseq	0	0	1
CELF6	NM_001172685	chr15	-	72577067	72598656	NM_001172685_refseq	0	0	1
CELF6	NM_052840	chr15	-	72577067	72612525	NM_052840_refseq	1.188468	1.4484495	0.840500571
CELP	NR_001275	chr9	+	135957925	135962478	NR_001275_refseq	0.08709	0.155327	0.847873625
CELSR1	NM_014246	chr22	-	46756730	46933067	NM_014246_refseq	9.337953	9.33485	0.996367467
CELSR2	NM_001408	chr1	+	109792640	109818378	NM_001408_refseq	1.005588	0.6966985	0.742745997
CELSR3	NM_001407	chr3	-	48673895	48700348	NM_001407_refseq	0.9487365	0.8262945	0.894721854
CELSR3-AS1	NR_111921	chr3	+	48701200	48706603	NR_111921_refseq	1.5711765	0	0.043265424
CEMIP	NM_001293298	chr15	+	81071683	81244003	NM_001293298_refseq	0	0	1
CEMIP	NM_001293304	chr15	+	81071683	81244003	NM_001293304_refseq	0	0	1
CEMIP	NM_018689	chr15	+	81071683	81244003	NM_018689_refseq	0	0	1
CEMP1	NM_001048212	chr16	-	2580035	2581409	NM_001048212_refseq	2.557398	1.351248	0.375557165
CEND1	NM_016564	chr11	-	787109	790126	NM_016564_refseq	0.19666	0.437059	0.675294629
CENPA	NM_001042426	chr2	+	27008882	27017455	NM_001042426_refseq	0	0	1
CENPA	NM_001809	chr2	+	27008881	27017455	NM_001809_refseq	1.4529975	0.636326	0.441632545
CENPB	NM_001810	chr20	-	3764497	3767337	NM_001810_refseq	19.604283	15.3169835	0.622021571
CENPBD1	NM_145039	chr16	-	90036182	90039240	NM_145039_refseq	1.920146	4.2209305	0.308437523
CENPBD1P1	NR_026052	chr19	+	59086765	59095762	NR_026052_refseq	7.85908	11.7490735	0.409929515
CENPC	NM_001812	chr4	-	68337988	68411256	NM_001812_refseq	4.7773635	6.6609825	0.512927812
CENPE	NM_001286734	chr4	-	104026962	104119566	NM_001286734_refseq	0	0	1
CENPE	NM_001813	chr4	-	104026962	104119566	NM_001813_refseq	0.222207	0.4061505	0.75129381
CENPF	NM_016343	chr1	+	214776531	214837914	NM_016343_refseq	2.0843175	2.9903245	0.598282994
CENPH	NM_022909	chr5	+	68485374	68506184	NM_022909_refseq	1.38935	1.674777	0.90218994
CENPI	NM_006733	chrX	+	100354797	100417978	NM_006733_refseq	0	0.3249625	0.348375962
CENPJ	NM_018451	chr13	-	25456411	25497027	NM_018451_refseq	0	0	1
CENPJ	NR_047594	chr13	-	25456411	25497027	NR_047594_refseq	1.752465	2.962413	0.438681086
CENPJ	NR_047595	chr13	-	25456411	25497027	NR_047595_refseq	0	0	1
CENPK	NM_001267038	chr5	-	64813592	64858995	NM_001267038_refseq	0	0	1
CENPK	NM_022145	chr5	-	64813592	64858995	NM_022145_refseq	0.1427635	0.835236	0.316659176
CENPL	NM_001127181	chr1	-	173768687	173793777	NM_001127181_refseq	1.682126	1.422785	0.842170053
CENPL	NM_001171182	chr1	-	173768687	173793270	NM_001171182_refseq	0	0	1
CENPL	NM_033319	chr1	-	173768687	173793777	NM_033319_refseq	0	0	1
CENPM	NM_001002876	chr22	-	42334724	42343168	NM_001002876_refseq	0	0	1
CENPM	NM_001110215	chr22	-	42334724	42336223	NM_001110215_refseq	0	0	1
CENPM	NM_001304370	chr22	-	42334724	42342758	NM_001304370_refseq	0	0	1
CENPM	NM_001304371	chr22	-	42340925	42343168	NM_001304371_refseq	0	0.159982	0.508688667
CENPM	NM_001304372	chr22	-	42334724	42342758	NM_001304372_refseq	0.84421	1.616738	0.524504167
CENPM	NM_001304373	chr22	-	42334724	42342758	NM_001304373_refseq	0	0	1
CENPM	NM_024053	chr22	-	42334724	42343168	NM_024053_refseq	0	0	1
CENPN	NM_001100624	chr16	+	81040102	81065090	NM_001100624_refseq	2.3408925	0.9660685	0.280995549
CENPN	NM_001100625	chr16	+	81040102	81066709	NM_001100625_refseq	0.1550355	0	0.511910687
CENPN	NM_001270473	chr16	+	81040102	81065090	NM_001270473_refseq	0	0	1
CENPN	NM_001270474	chr16	+	81040102	81065090	NM_001270474_refseq	0	0	1
CENPN	NM_018455	chr16	+	81040102	81056487	NM_018455_refseq	0	0	1
CENPO	NM_001199803	chr2	+	25016174	25045245	NM_001199803_refseq	0	0	1
CENPO	NM_024322	chr2	+	25016330	25045245	NM_024322_refseq	0	0	1
CENPP	NM_001012267	chr9	+	95087749	95377437	NM_001012267_refseq	3.1636165	3.296483	0.99931622
CENPP	NM_001286969	chr9	+	95087749	95377437	NM_001286969_refseq	0	0	1
CENPP	NM_001286971	chr9	+	95362538	95377437	NM_001286971_refseq	0	0	1
CENPQ	NM_018132	chr6	+	49431095	49460820	NM_018132_refseq	2.1520595	1.1326375	0.558869471
CENPT	NM_025082	chr16	-	67862059	67881361	NM_025082_refseq	5.433857	8.3764585	0.396101772
CENPU	NM_024629	chr4	-	185615218	185655286	NM_024629_refseq	1.212505	1.089329	0.901121371
CENPU	NR_104593	chr4	-	185615218	185655286	NR_104593_refseq	0	0	1
CENPV	NM_181716	chr17	-	16245847	16256812	NM_181716_refseq	2.5913395	4.4165975	0.499077233
CENPVP1	NR_033772	chrX	-	51424145	51425447	NR_033772_refseq	0	0	1
CENPVP1	NR_033772	chrX	+	51453924	51455226	NR_033772_refseq	0	0	1
CENPVP2	NR_033773	chrX	-	51424145	51425447	NR_033773_refseq	0	0	1
CENPVP2	NR_033773	chrX	+	51453924	51455226	NR_033773_refseq	0	0	1
CENPW	NM_001012507	chr6	+	126660934	126670021	NM_001012507_refseq	0	0	1
CENPW	NM_001286524	chr6	+	126660934	126670021	NM_001286524_refseq	0.833398	0.303631	0.483667916
CENPW	NM_001286525	chr6	+	126660934	126670021	NM_001286525_refseq	0	0	1
CENPW	NR_104462	chr6	+	126660934	126804466	NR_104462_refseq	1.5966835	0.5185105	0.308204776
CEP104	NM_014704	chr1	-	3728644	3773797	NM_014704_refseq	5.663832	4.5996995	0.679820658
CEP112	NM_001037325	chr17	-	63631657	63822661	NM_001037325_refseq	0	0	1
CEP112	NM_001199165	chr17	-	63631657	64188249	NM_001199165_refseq	0	0.0834785	0.632672838
CEP112	NM_001302891	chr17	-	63631657	64187987	NM_001302891_refseq	0	0	1
CEP112	NM_145036	chr17	-	63631657	64187987	NM_145036_refseq	-1	-1	-1
CEP112	NR_126542	chr17	-	63631657	63822661	NR_126542_refseq	0	0	1
CEP120	NM_001166226	chr5	-	122680578	122759286	NM_001166226_refseq	0	0	1
CEP120	NM_153223	chr5	-	122680578	122759286	NM_153223_refseq	1.655296	1.7158545	0.974973231
CEP126	NM_020802	chr11	+	101785745	101871796	NM_020802_refseq	0.017998	0.9319265	0.142538012
CEP128	NM_152446	chr14	-	80962820	81405884	NM_152446_refseq	0.5393015	0.0519505	0.338649694
CEP131	NM_001009811	chr17	-	79163392	79196751	NM_001009811_refseq	0	0	1
CEP131	NM_014984	chr17	-	79163392	79196751	NM_014984_refseq	0	0	1
CEP135	NM_025009	chr4	+	56814973	56899529	NM_025009_refseq	0.5177465	1.822744	0.250051189
CEP152	NM_001194998	chr15	-	49030134	49103343	NM_001194998_refseq	0.3223	0.7510055	0.572880955
CEP152	NM_014985	chr15	-	49030134	49103343	NM_014985_refseq	0	0	1
CEP162	NM_001286206	chr6	-	84833959	84937353	NM_001286206_refseq	0	0	1
CEP162	NM_014895	chr6	-	84833959	84937353	NM_014895_refseq	0.4605815	1.0610435	0.513802416
CEP164	NM_001271933	chr11	+	117192493	117283982	NM_001271933_refseq	0	0	1
CEP164	NM_014956	chr11	+	117198570	117283982	NM_014956_refseq	5.9389545	5.7499155	0.942377293
CEP170	NM_001042404	chr1	-	243287729	243418708	NM_001042404_refseq	0	0	1
CEP170	NM_001042405	chr1	-	243287729	243418708	NM_001042405_refseq	0	0	1
CEP170	NM_014812	chr1	-	243287729	243418708	NM_014812_refseq	49.1646575	35.9811015	0.567594647
CEP170B	NM_001112726	chr14	+	105331649	105363107	NM_001112726_refseq	4.322363	5.0479035	0.775449782
CEP170B	NM_015005	chr14	+	105331649	105363107	NM_015005_refseq	0	0	1
CEP170P1	NR_003135	chr4	+	119437494	119475359	NR_003135_refseq	11.7762135	6.802548	0.251545631
CEP19	NM_032898	chr3	-	196433147	196439165	NM_032898_refseq	0.810905	0.229219	0.416388415
CEP192	NM_032142	chr18	+	12991360	13125051	NM_032142_refseq	2.4332135	1.8811045	0.693848167
CEP250	NM_007186	chr20	+	34043222	34099803	NM_007186_refseq	8.674525	4.8708115	0.217724895
CEP290	NM_025114	chr12	-	88442789	88535993	NM_025114_refseq	0.072775	0.23041	0.684145956
CEP295	NM_033395	chr11	+	93394815	93463522	NM_033395_refseq	7.461877	6.1541845	0.6599919
CEP295NL	NM_001243540	chr17	-	76886661	76899299	NM_001243540_refseq	0	0	1
CEP295NL	NM_001243541	chr17	-	76886661	76899299	NM_001243541_refseq	0.6778155	0.753412	0.940238819
CEP350	NM_014810	chr1	+	179923907	180084015	NM_014810_refseq	12.8407525	13.469993	0.942235888
CEP41	NM_001257158	chr7	-	130033611	130081051	NM_001257158_refseq	0	0	1
CEP41	NM_001257159	chr7	-	130033611	130081051	NM_001257159_refseq	0	0	1
CEP41	NM_001257160	chr7	-	130058874	130081051	NM_001257160_refseq	0.402233	0.3161965	0.883123089
CEP41	NM_018718	chr7	-	130033611	130081051	NM_018718_refseq	2.858332	3.052282	0.926651031
CEP41	NR_046443	chr7	-	130033611	130081051	NR_046443_refseq	0	0	1
CEP44	NM_001040157	chr4	+	175204827	175241482	NM_001040157_refseq	0.747883	0.6608935	0.913393134
CEP44	NM_001145314	chr4	+	175205054	175254531	NM_001145314_refseq	0	0	1
CEP55	NM_001127182	chr10	+	95256368	95288849	NM_001127182_refseq	0	0	1
CEP55	NM_018131	chr10	+	95256388	95288849	NM_018131_refseq	1.937566	2.4337205	0.806335888
CEP57	NM_001243776	chr11	+	95523624	95565857	NM_001243776_refseq	0	1.824946	0.032336147
CEP57	NM_001243777	chr11	+	95523624	95565857	NM_001243777_refseq	0	0	1
CEP57	NM_014679	chr11	+	95523624	95565857	NM_014679_refseq	0	0	1
CEP57L1	NM_001083535	chr6	+	109416355	109485115	NM_001083535_refseq	2.3103485	1.622372	0.611255594
CEP57L1	NM_001271852	chr6	+	109416355	109485115	NM_001271852_refseq	0	0	1
CEP57L1	NM_001271853	chr6	+	109416355	109485115	NM_001271853_refseq	0	0	1
CEP57L1	NM_173830	chr6	+	109450506	109485115	NM_173830_refseq	0.060699	0	0.680805736
CEP63	NM_001042383	chr3	+	134204574	134283870	NM_001042383_refseq	0	0	1
CEP63	NM_001042384	chr3	+	134204574	134293855	NM_001042384_refseq	0	0	1
CEP63	NM_001042400	chr3	+	134204896	134283870	NM_001042400_refseq	0	0	1
CEP63	NM_025180	chr3	+	134205046	134283870	NM_025180_refseq	4.956683	4.1618595	0.832078912
CEP68	NM_015147	chr2	+	65283494	65314142	NM_015147_refseq	0	0	1
CEP70	NM_001288964	chr3	-	138213180	138313225	NM_001288964_refseq	0	0	1
CEP70	NM_001288965	chr3	-	138213180	138313225	NM_001288965_refseq	0	0	1
CEP70	NM_001288966	chr3	-	138218725	138313225	NM_001288966_refseq	0	0	1
CEP70	NM_001288967	chr3	-	138213180	138313225	NM_001288967_refseq	0	0	1
CEP70	NM_024491	chr3	-	138213180	138313225	NM_024491_refseq	0	0	1
CEP72	NM_018140	chr5	+	612404	653666	NM_018140_refseq	0.4433155	0.2937595	0.803535945
CEP76	NM_001271989	chr18	-	12672625	12702776	NM_001271989_refseq	0	0	1
CEP76	NM_024899	chr18	-	12672625	12702776	NM_024899_refseq	0.5009235	0.5667585	0.938616477
CEP76	NR_073537	chr18	-	12661954	12702776	NR_073537_refseq	0	0	1
CEP78	NM_001098802	chr9	+	80850990	80881983	NM_001098802_refseq	1.7357075	2.15545	0.775800952
CEP78	NM_032171	chr9	+	80850990	80881983	NM_032171_refseq	0	0	1
CEP83	NM_001042399	chr12	-	94702055	94853764	NM_001042399_refseq	0	0	1
CEP83	NM_016122	chr12	-	94702055	94853764	NM_016122_refseq	0.742818	0.873961	0.896202539
CEP83-AS1	NR_027035	chr12	+	94853778	94856344	NR_027035_refseq	0.4187195	0.213797	0.713797489
CEP85	NM_001281517	chr1	+	26560643	26605529	NM_001281517_refseq	0	0	1
CEP85	NM_001281518	chr1	+	26595773	26605529	NM_001281518_refseq	0.893622	0	0.121888202
CEP85	NM_022778	chr1	+	26560643	26605529	NM_022778_refseq	8.837194	5.743852	0.465694203
CEP85L	NM_001042475	chr6	-	118781934	118973020	NM_001042475_refseq	0.534155	1.705662	0.294642687
CEP85L	NM_001178035	chr6	-	118781934	119031238	NM_001178035_refseq	0	0	1
CEP85L	NM_206921	chr6	-	118812594	118973020	NM_206921_refseq	0.1442795	0	0.526815681
CEP89	NM_032816	chr19	-	33369903	33462935	NM_032816_refseq	0.841176	0.6263495	0.805077597
CEP95	NM_138363	chr17	+	62503157	62534062	NM_138363_refseq	0	0	1
CEP97	NM_001303401	chr3	+	101443436	101489406	NM_001303401_refseq	0	0	1
CEP97	NM_024548	chr3	+	101443436	101489406	NM_024548_refseq	0.6214625	0.5351285	0.9053605
CEPT1	NM_001007794	chr1	+	111682248	111727724	NM_001007794_refseq	8.1668985	5.554148	0.454018274
CEPT1	NM_006090	chr1	+	111682832	111727724	NM_006090_refseq	0	1.4373415	0.054507531
CER1	NM_005454	chr9	-	14719731	14722715	NM_005454_refseq	0	0	1
CERCAM	NM_001286760	chr9	+	131181438	131199630	NM_001286760_refseq	0	0	1
CERCAM	NM_016174	chr9	+	131182758	131199630	NM_016174_refseq	0	0	1
CERK	NM_022766	chr22	-	47080306	47134152	NM_022766_refseq	3.916934	3.047137	0.640189071
CERKL	NM_001030311	chr2	-	182401400	182521834	NM_001030311_refseq	0.6078875	2.0530645	0.374100549
CERKL	NM_001030312	chr2	-	182401400	182521834	NM_001030312_refseq	0	0	1
CERKL	NM_001030313	chr2	-	182401400	182521834	NM_001030313_refseq	0	0	1
CERKL	NM_001160277	chr2	-	182401400	182521834	NM_001160277_refseq	0	0	1
CERKL	NM_201548	chr2	-	182401400	182521834	NM_201548_refseq	0	0	1
CERKL	NR_027689	chr2	-	182401400	182521834	NR_027689_refseq	0	0	1
CERKL	NR_027690	chr2	-	182401400	182521834	NR_027690_refseq	0	0	1
CERS1	NM_001290265	chr19	-	18988717	19007536	NM_001290265_refseq	0	0	1
CERS1	NM_021267	chr19	-	18979354	19006953	NM_021267_refseq	0.213219	0.1534795	0.886581085
CERS1	NM_198207	chr19	-	18988717	19006953	NM_198207_refseq	2.055976	1.3471675	0.597863773
CERS2	NM_022075	chr1	-	150937648	150947479	NM_022075_refseq	0	0	1
CERS2	NM_181746	chr1	-	150937648	150947479	NM_181746_refseq	92.250126	112.9058075	0.688887878
CERS3	NM_001290341	chr15	-	100940599	101084531	NM_001290341_refseq	0	0	1
CERS3	NM_001290342	chr15	-	100940599	101084531	NM_001290342_refseq	0	0	1
CERS3	NM_001290343	chr15	-	100940599	101084925	NM_001290343_refseq	0	0	1
CERS3	NM_178842	chr15	-	100940599	101084925	NM_178842_refseq	0	0	1
CERS3-AS1	NR_120374	chr15	+	100913143	100978119	NR_120374_refseq	0	0	1
CERS4	NM_024552	chr19	+	8274216	8327304	NM_024552_refseq	1.408816	0.11362	0.119690512
CERS5	NM_001281731	chr12	-	50523088	50561316	NM_001281731_refseq	0	0.0830255	0.633440905
CERS5	NM_147190	chr12	-	50523088	50561316	NM_147190_refseq	0	0	1
CERS5	NR_104035	chr12	-	50523088	50561316	NR_104035_refseq	5.520074	6.33261	0.830275172
CERS6	NM_001256126	chr2	+	169312758	169631644	NM_001256126_refseq	3.2616475	12.571626	0.112876901
CERS6	NM_203463	chr2	+	169312758	169631644	NM_203463_refseq	0	0	1
CERS6-AS1	NR_045786	chr2	-	169628460	169642939	NR_045786_refseq	0	0	1
CERS6-AS1	NR_045787	chr2	-	169628460	169642939	NR_045787_refseq	0	0	1
CES1	NM_001025194	chr16	-	55836763	55867075	NM_001025194_refseq	0	0	1
CES1	NM_001025195	chr16	-	55836763	55867075	NM_001025195_refseq	3.9063675	7.6349625	0.223320124
CES1	NM_001266	chr16	-	55836763	55867075	NM_001266_refseq	0	0	1
CES1P1	NR_003276	chr16	+	55794510	55808826	NR_003276_refseq	0	0	1
CES1P2	NR_033740	chr16	+	55758836	55784123	NR_033740_refseq	0	0.002974	0.927959652
CES2	NM_003869	chr16	+	66968346	66978994	NM_003869_refseq	21.105419	0	0.011430599
CES2	NM_198061	chr16	+	66968346	66978994	NM_198061_refseq	0	0	1
CES2	NR_036684	chr16	+	66968373	66978994	NR_036684_refseq	33.3564295	38.760013	0.932899757
CES3	NM_001185176	chr16	+	67001377	67009052	NM_001185176_refseq	0.1083765	0	0.583006818
CES3	NM_001185177	chr16	+	66995131	67009052	NM_001185177_refseq	0	0	1
CES3	NM_024922	chr16	+	66995131	67009052	NM_024922_refseq	1.899454	1.4215215	0.716545495
CES4A	NM_001190201	chr16	+	67034415	67043659	NM_001190201_refseq	0	0	1
CES4A	NM_001190202	chr16	+	67034415	67043659	NM_001190202_refseq	0	0	1
CES4A	NM_173815	chr16	+	67022491	67043659	NM_173815_refseq	3.989325	3.9780805	0.991895177
CES5A	NM_001143685	chr16	-	55880065	55909282	NM_001143685_refseq	0	0	1
CES5A	NM_001190158	chr16	-	55880065	55989943	NM_001190158_refseq	0	0	1
CES5A	NM_145024	chr16	-	55880065	55909282	NM_145024_refseq	0	0	1
CES5AP1	NR_037839	chr22	-	23701792	23724313	NR_037839_refseq	0	0.0024135	0.935085319
CETN1	NM_004066	chr18	+	580342	582020	NM_004066_refseq	0	0	1
CETN2	NM_004344	chrX	-	151995870	151999301	NM_004344_refseq	17.3522035	13.181391	0.526238949
CETN3	NM_001297765	chr5	-	89689151	89705603	NM_001297765_refseq	0.3307425	0.8735365	0.500290375
CETN3	NM_001297768	chr5	-	89689151	89705603	NM_001297768_refseq	0	0	1
CETN3	NM_004365	chr5	-	89689151	89705603	NM_004365_refseq	0	0	1
CETN4P	NR_024041	chr4	-	123651343	123653613	NR_024041_refseq	0	0	1
CETP	NM_000078	chr16	+	56995834	57017756	NM_000078_refseq	0.4441935	0	0.270294478
CETP	NM_001286085	chr16	+	56995834	57017756	NM_001286085_refseq	0	0	1
CFAP126	NM_001013625	chr1	-	161334520	161337673	NM_001013625_refseq	3.6454455	2.0218025	0.32174796
CFAP20	NM_013242	chr16	-	58147496	58163296	NM_013242_refseq	0	0	1
CFAP221	NM_001271049	chr2	+	120302007	120414237	NM_001271049_refseq	0	0	1
CFAP221	NR_073132	chr2	+	120302007	120414237	NR_073132_refseq	0	0.130185	0.551052334
CFAP221	NR_073133	chr2	+	120302007	120388662	NR_073133_refseq	0	0	1
CFAP36	NM_001282761	chr2	+	55746730	55772216	NM_001282761_refseq	3.4343035	2.985446	0.792722764
CFAP36	NM_080667	chr2	+	55746730	55772216	NM_080667_refseq	0	0	1
CFAP43	NM_025145	chr10	-	105889645	105992120	NM_025145_refseq	0.055276	0.044385	0.959044858
CFAP44	NM_001164496	chr3	-	113005776	113160361	NM_001164496_refseq	1.0245455	1.7823295	0.535615665
CFAP44	NM_018338	chr3	-	113081711	113160361	NM_018338_refseq	0	0	1
CFAP44-AS1	NR_046728	chr3	+	113122844	113152839	NR_046728_refseq	0.128577	0	0.55005561
CFAP45	NM_012337	chr1	-	159842153	159869906	NM_012337_refseq	1.2267455	0.1388195	0.172293729
CFAP46	NM_001200049	chr10	-	134621895	134756089	NM_001200049_refseq	0	0	1
CFAP47	NM_001304548	chrX	+	35937850	36403434	NM_001304548_refseq	0	0.0990635	0.602744468
CFAP47	NM_152632	chrX	+	35937850	36008269	NM_152632_refseq	0	0	1
CFAP52	NM_001080556	chr17	+	9479943	9546776	NM_001080556_refseq	0	0	1
CFAP52	NM_145054	chr17	+	9479943	9546776	NM_145054_refseq	0	0	1
CFAP53	NM_145020	chr18	-	47753562	47792865	NM_145020_refseq	0.13346	0	0.542626422
CFAP57	NM_001167965	chr1	+	43638000	43676549	NM_001167965_refseq	0	0	1
CFAP57	NM_001195831	chr1	+	43638000	43720029	NM_001195831_refseq	0	0	1
CFAP57	NM_152498	chr1	+	43638000	43676549	NM_152498_refseq	0	0.034409	0.758591339
CFAP58	NM_001008723	chr10	+	106113521	106214848	NM_001008723_refseq	0.1545815	0.3826005	0.665183472
CFAP58-AS1	NR_108036	chr10	-	106111058	106113333	NR_108036_refseq	3.443481	9.1502835	0.350638583
CFAP61	NM_001167816	chr20	+	20037289	20152977	NM_001167816_refseq	0	0	1
CFAP61	NM_015585	chr20	+	20033157	20341346	NM_015585_refseq	0.0943225	0.161892	0.85364529
CFAP69	NM_001039706	chr7	+	89874487	89940377	NM_001039706_refseq	0.0252375	1.0365135	0.128939141
CFAP69	NM_001160138	chr7	+	89874487	89940377	NM_001160138_refseq	0	0	1
CFAP70	NM_145170	chr10	-	75013515	75118617	NM_145170_refseq	0.034811	0.1311975	0.733534338
CFAP74	NM_001080484	chr1	-	1884751	1935276	NM_001080484_refseq	-1	-1	-1
CFAP74	NM_001304360	chr1	-	1853389	1935276	NM_001304360_refseq	0	0	1
CFAP97	NM_001292033	chr4	-	186090179	186125182	NM_001292033_refseq	0.0228905	0.273309	0.485854226
CFAP97	NM_020827	chr4	-	186080815	186125182	NM_020827_refseq	8.0403045	4.604537	0.278376142
CFAP99	NM_001193282	chr4	+	2420671	2464690	NM_001193282_refseq	0.056062	0.090217	0.901867199
CFB	NM_001710	chr6	+	31913720	31919861	NM_001710_refseq	0.1350185	0.138525	0.995657507
CFC1	NM_001270420	chr2	-	131349737	131357148	NM_001270420_refseq	0	0	1
CFC1	NM_001270421	chr2	-	131349737	131357148	NM_001270421_refseq	0	0	1
CFC1	NM_032545	chr2	-	131349737	131357148	NM_032545_refseq	0	0	1
CFC1B	NM_001079530	chr2	+	131278666	131285565	NM_001079530_refseq	0	0	1
CFC1B	NM_001079530	chr2	-	131350352	131357251	NM_001079530_refseq	0	0	1
CFD	NM_001928	chr19	+	859664	863610	NM_001928_refseq	0	0	1
CFDP1	NM_006324	chr16	-	75327607	75467387	NM_006324_refseq	1.6565055	1.076241	0.613290665
CFH	NM_000186	chr1	+	196621007	196716634	NM_000186_refseq	0.0099565	0.026662	0.901280724
CFH	NM_001014975	chr1	+	196621007	196670695	NM_001014975_refseq	0	0	1
CFHR1	NM_002113	chr1	+	196788860	196801319	NM_002113_refseq	0	0	1
CFHR2	NM_005666	chr1	+	196912933	196928356	NM_005666_refseq	0	0	1
CFHR3	NM_001166624	chr1	+	196743929	196763203	NM_001166624_refseq	0	0	1
CFHR3	NM_021023	chr1	+	196743929	196763203	NM_021023_refseq	0	0	1
CFHR4	NM_001201550	chr1	+	196857143	196887843	NM_001201550_refseq	0	0	1
CFHR4	NM_001201551	chr1	+	196857143	196887843	NM_001201551_refseq	0	0	1
CFHR4	NM_006684	chr1	+	196857143	196887843	NM_006684_refseq	0	0	1
CFHR5	NM_030787	chr1	+	196946666	196978803	NM_030787_refseq	0	0	1
CFI	NM_000204	chr4	-	110661847	110723335	NM_000204_refseq	0	0	1
CFL1	NM_005507	chr11	-	65622284	65625804	NM_005507_refseq	2526.183533	1982.997437	0.633121098
CFL1P1	NR_028492	chr10	+	89578069	89605369	NR_028492_refseq	0.627541	0.3716475	0.719851827
CFL2	NM_001243645	chr14	-	35179587	35183761	NM_001243645_refseq	0	0	1
CFL2	NM_021914	chr14	-	35179587	35183023	NM_021914_refseq	0	0	1
CFL2	NM_138638	chr14	-	35179587	35184029	NM_138638_refseq	0.8725365	1.980853	0.354279678
CFL2	NR_028130	chr14	-	35179587	35184029	NR_028130_refseq	0	0	1
CFL2	NR_028131	chr14	-	35179587	35184029	NR_028131_refseq	0	0	1
CFLAR	NM_001127183	chr2	+	201983268	202037411	NM_001127183_refseq	0	7.9336885	7.65088E-06
CFLAR	NM_001127184	chr2	+	201980876	202006323	NM_001127184_refseq	0	0	1
CFLAR	NM_001202515	chr2	+	202004997	202037411	NM_001202515_refseq	0	0	1
CFLAR	NM_001202516	chr2	+	201980876	202037411	NM_001202516_refseq	0	0	1
CFLAR	NM_001202517	chr2	+	201980876	202037411	NM_001202517_refseq	0	0	1
CFLAR	NM_001202518	chr2	+	201997687	202037411	NM_001202518_refseq	0	0	1
CFLAR	NM_001202519	chr2	+	201980876	202037411	NM_001202519_refseq	0	0	1
CFLAR	NM_003879	chr2	+	201980876	202037411	NM_003879_refseq	0	0	1
CFLAR-AS1	NR_040030	chr2	-	202005011	202022515	NR_040030_refseq	2.224301	12.3180535	0.010633199
CFP	NM_001145252	chrX	-	47483611	47489369	NM_001145252_refseq	0	0	1
CFP	NM_002621	chrX	-	47483611	47489704	NM_002621_refseq	3.5454095	4.033188	0.927550607
CFTR	NM_000492	chr7	+	117120016	117308718	NM_000492_refseq	0	0	1
CGA	NM_000735	chr6	-	87795215	87804865	NM_000735_refseq	0	0	1
CGA	NM_001252383	chr6	-	87795215	87804865	NM_001252383_refseq	0	0	1
CGB	NM_000737	chr19	-	49526125	49527632	NM_000737_refseq	0	0.015991	0.833983626
CGB1	NM_033377	chr19	-	49538825	49540191	NM_033377_refseq	0.010284	0	0.865378728
CGB2	NM_033378	chr19	+	49535129	49536495	NM_033378_refseq	0	0	1
CGB5	NM_033043	chr19	+	49547101	49548568	NM_033043_refseq	0	0.024981	0.793385185
CGB7	NM_033142	chr19	-	49557530	49558997	NM_033142_refseq	0	0.0153275	0.837426328
CGB8	NM_033183	chr19	-	49550894	49552368	NM_033183_refseq	0	0	1
CGGBP1	NM_001008390	chr3	-	88101099	88108146	NM_001008390_refseq	4.984733	2.992587	0.600406039
CGGBP1	NM_001195308	chr3	-	88101099	88199016	NM_001195308_refseq	0	0.049041	0.713851912
CGGBP1	NM_003663	chr3	-	88101099	88108146	NM_003663_refseq	0	0	1
CGN	NM_020770	chr1	+	151483861	151511167	NM_020770_refseq	0	0.111788	0.580358438
CGNL1	NM_001252335	chr15	+	57668702	57842925	NM_001252335_refseq	0.169255	0.303255	0.78823859
CGNL1	NM_032866	chr15	+	57668702	57842925	NM_032866_refseq	0	0	1
CGREF1	NM_001166239	chr2	-	27323461	27341773	NM_001166239_refseq	0	0	1
CGREF1	NM_001166240	chr2	-	27322220	27341995	NM_001166240_refseq	0	0	1
CGREF1	NM_001301324	chr2	-	27322220	27341995	NM_001301324_refseq	1.491354	0.1336575	0.116763538
CGREF1	NM_006569	chr2	-	27323461	27341995	NM_006569_refseq	0.3881145	1.47804	0.275926204
CGRRF1	NM_006568	chr14	+	54976586	55005334	NM_006568_refseq	0.1788765	0.3648335	0.726908302
CH25H	NM_003956	chr10	-	90965693	90967071	NM_003956_refseq	1.306895	0.548726	0.446829973
CHAC1	NM_001142776	chr15	+	41245635	41248717	NM_001142776_refseq	0	0	1
CHAC1	NM_024111	chr15	+	41245635	41248717	NM_024111_refseq	2.413821	6.5694045	0.074133504
CHAC2	NM_001008708	chr2	+	53994928	54002287	NM_001008708_refseq	0	0	1
CHAD	NM_001267	chr17	-	48541852	48546227	NM_001267_refseq	0	0	1
CHADL	NM_138481	chr22	-	41625513	41636935	NM_138481_refseq	0.046533	0.1177795	0.804244021
CHAF1A	NM_005483	chr19	+	4402659	4443394	NM_005483_refseq	4.936949	5.272202	0.950988245
